employee_id,first_name,last_name,email,hire_date,job_title,department,salary,manager_id,address,city,state,zip_code,birth_date,status
1078,Brittany,brown,ogould@example.com,2022-10-13,Sales Executive,IT,57568,1014.0,"16399 Carroll Burgs Apt. 335, North Allison, VT 79492",Curtisport,NY,08417,2004-12-29,on leave
1046,Donald,Nelson,loganrobinson@example.net,2021-05-06,Accountant,IT,,,"PSC 5201, Box 7380, APO AA 69522",Michaeltown,IL,76195,1993-02-26,on leave
1079,Jeanne,Stewart,invalid_email,2025-12-12,Software Engineer,HR,"$58,223",,"0482 Emily Glen, Romeroland, WA 93424",South Tyler,FL,94813,1991-06-18,Inactive
1027,Mitchell,jones,mark96@example.com,2027-02-10,Accountant,HR,78662,,"3789 Lauren Plains Suite 144, Brownchester, MN 73234",Goodmanchester,NY,70502,1972-07-21,active
1078,James,stewart,tiffany07@example.org,2022-05-23,Data Analyst,Marketing,70458,1004.0,"332 Freeman Divide, Travisville, ID 78590",Brandontown,CA,37507,1973-11-24,active
1024,Pamela,osborn,,2025-03-16,HR Executive,HR,61763,,"PSC 5536, Box 4157, APO AA 91654",Damonmouth,WA,59335,1990-07-12,On Leave
1021,Jeffery,Martinez,amandafisher@example.com,2023-11-29,Software Engineer,Analytics,"$108,432",1020.0,"18714 Keith Fields, Johnsonton, TN 60869",Johnbury,CA,95820,2004-11-10,Active
1085,Michael,Ryan,chris67@example.com,2022-09-14,Sales Executive,IT,117678,1043.0,"PSC 7892, Box 9043, APO AP 01457",South Juliehaven,FL,43867,1985-12-27,Inactive
1049,Steve,Garcia,andersonjoseph@example.org,2025-08-10,Data Analyst,IT,116369,,"46325 Daniel Ferry Suite 909, West Jaclynmouth, AZ 55407",North Shannonstad,CA,31185,1977-11-23,On Leave
1094,SARAH,Solomon,invalid_email,2028-03-20,Sales Executive,IT,53214,,"1095 Jennifer Village Apt. 838, East Josephchester, WI 08601",North Joe,FL,14092,2000-06-02,active
1098,Ashley,torres,colemantravis@example.net,2023-07-16,Data Analyst,Sales,67421,1015.0,"6927 Smith Route Apt. 956, Jenniferfurt, OR 38982",Blakeland,FL,63513,1983-05-10,On Leave
1060,Susan,rogers,tanyafletcher@example.com,2023-05-20,HR Executive,Finance,79053,,"288 Charles Stream Apt. 717, East Jeffrey, NE 68633",Frankview,TX,97163,1975-07-24,inactive
1012,Amber,Fernandez,udavis@example.net,2022-08-30,Manager,HR,35659,1045.0,"72112 Hamilton Mount, New Angelaland, SD 30907",Candicefurt,TX,20242,1974-09-27,Inactive
1013,CHARLES,Townsend,brandistephens@example.net,2022-05-19,Manager,Analytics,"$53,735",1018.0,"579 Paula Pass Apt. 308, Andreaburgh, LA 87432",West Sheryl,CA,97953,2003-05-01,On Leave
1071,Laura,Curtis,david78@example.org,2027-07-25,Manager,Sales,"$100,900",,"USNV Barrett, FPO AE 38483",South Mariastad,TX,47189,1982-11-02,Inactive
1017,Robert,soto,michael86@example.org,2026-05-28,Data Analyst,HR,"$67,353",,"1790 Rachel Knoll Apt. 039, Jonmouth, WV 49681",Nelsonborough,IL,91266,1992-01-31,Inactive
1086,John,Pena,susanallen@example.net,2027-04-17,Accountant,HR,"$84,414",,"Unit 9390 Box 1411, DPO AP 44582",Port Davidchester,FL,85433,2005-06-01,active
1062,Amy,Phillips,doylemichelle@example.net,2023-06-29,Software Engineer,Analytics,"$38,268",,"664 Long Pines Suite 439, New Derekshire, FM 31652",Hillfurt,IL,26368,1985-12-16,Active
1021,Christopher,Villegas,xwhite@example.com,2024-08-31,HR Executive,Finance,95440,,"USNS Vaughn, FPO AP 35978",Lake Michael,NY,35769,1978-10-29,Inactive
1021,Elizabeth,Hebert,alvaradojames@example.net,2025-09-03,Data Analyst,Sales,105857,,"70555 Romero Vista Suite 174, North Dianeport, TX 25918",Dawnstad,NY,50669,1995-04-02,Inactive
1075,Curtis,cox,theresa69@example.org,2028-01-21,Software Engineer,Finance,"$40,561",,"40985 Martinez Hills, Christopherberg, LA 14401",Carlachester,FL,81419,1973-09-17,On Leave
1025,Debra,Gaines,hmartin@example.net,2025-04-26,Sales Executive,Sales,"$40,379",,"6861 Maxwell Key Suite 847, Lake Carolyn, RI 81719",South Anthony,TX,36005,1972-10-31,on leave
1073,Adrian,Richardson,iwilson@example.com,2027-09-04,Software Engineer,IT,44181,1040.0,"5174 Marcus Ports Apt. 587, Smithtown, GU 56673",Port Davidshire,FL,20311,1987-11-30,Active
1013,JOSEPH,Herring,laurenlarson@example.com,2022-03-19,HR Executive,Marketing,"$87,230",,"7535 Swanson Square Suite 013, Port Jodyburgh, MT 42916",Hardyside,WA,99519,1980-10-06,on leave
1049,BENJAMIN,Kent,,2021-10-21,HR Executive,Analytics,"$62,351",1001.0,"470 Williams River, North Danielleport, OK 31516",South Josephport,WA,51429,1983-10-15,Inactive
1075,Alexander,adams,invalid_email,2023-02-28,Manager,Finance,63864,1033.0,"PSC 6681, Box 1400, APO AP 10325",North Nicholasmouth,NY,94545,1995-10-29,On Leave
1002,Crystal,Marshall,ramosamy@example.net,2025-09-27,Manager,Analytics,96448,1028.0,"17039 Margaret Divide, Michaelton, NV 64974",Kimberlyborough,FL,36523,1977-05-31,Inactive
1035,Michael,edwards,corygarcia@example.org,2026-03-29,Accountant,HR,"$93,237",,"02942 Phillips Summit, Lake Aaronhaven, WI 41090",Johnsonmouth,WA,37529,1975-06-13,On Leave
1081,Anita,johnson,invalid_email,2023-05-29,Sales Executive,Finance,,1050.0,"6382 Thomas Vista, New Stephanieside, MH 98913",East Markstad,TX,56466,2002-03-19,Active
1035,Jill,Rodriguez,groberts@example.net,2021-07-08,Software Engineer,Analytics,56755,,"211 Daniel Viaduct Suite 700, Shawside, MO 56372",Ernesttown,CA,34171,1975-03-07,On Leave
1067,Ryan,Moreno,matthewjohnson@example.com,2027-03-05,Software Engineer,Analytics,"$108,910",1045.0,"0444 Cassandra Divide Apt. 675, Lake Zachary, OK 82032",Robertmouth,IL,65356,1992-01-16,Active
1020,Nancy,berg,tprice@example.org,2023-01-23,Data Analyst,Marketing,109013,,"2923 Jessica Trail Apt. 021, Matthewshire, VT 79482",Floreschester,FL,23565,2000-06-13,active
1057,Jose,Chavez,zpetersen@example.com,2021-09-11,HR Executive,IT,"$108,193",1043.0,"81883 Jessica Route, East Jennifer, VA 86840",Gordonstad,NY,84795,1989-07-29,On Leave
1097,Eric,Tucker,jacob25@example.com,2022-08-16,Sales Executive,Marketing,48624,,"USCGC Becker, FPO AA 56594",Jenniferville,NY,39826,1988-02-23,On Leave
1023,Paul,wilson,invalid_email,2027-09-12,Software Engineer,Marketing,84706,1016.0,"743 Keith Keys Apt. 836, Mckeeburgh, RI 06797",Port Jamesville,WA,49380,2003-12-11,Active
1099,ANTONIO,cruz,invalid_email,2021-06-16,HR Executive,Marketing,"$115,001",,"44945 Wilson Crossing Apt. 037, Melissaside, AL 17695",Jessicaborough,CA,07387,1989-06-04,Active
1002,Victoria,Rogers,thomashogan@example.org,2025-07-22,HR Executive,Finance,54325,1050.0,"2343 Ray Manors, East Bruceland, CA 59228",Port Rebecca,CA,64046,2001-03-13,Inactive
1062,Tammy,mathews,kathryn57@example.com,2021-05-31,Software Engineer,Sales,"$91,258",,"657 Garcia Hill Suite 593, Port Natalie, VA 49837",West Dana,FL,54463,1970-12-15,Inactive
1034,Gina,Woods,michael18@example.org,2021-07-19,HR Executive,Finance,"$68,274",1003.0,"140 Amy Crossing, Lake Gregory, IN 17041",Tarastad,TX,27376,1986-01-31,On Leave
1005,Michelle,cummings,wprice@example.org,2023-07-11,Accountant,Sales,"$69,832",,"Unit 9455 Box 2737, DPO AP 55823",Port Juliehaven,WA,23332,1984-09-21,On Leave
1014,CHRISTOPHER,Davis,perezralph@example.com,2027-10-14,Accountant,IT,89129,1046.0,"09996 Owens Throughway, North Aaron, MO 23931",Juliaberg,CA,10396,1995-06-08,Inactive
1095,Rebecca,Williams,sophiawright@example.net,2025-03-15,Sales Executive,Finance,"$50,860",,"2271 Fuentes Isle Suite 097, Millerville, RI 09827",Richardland,FL,27867,1981-07-18,active
1080,William,collins,jasonpeterson@example.net,2025-01-16,Software Engineer,Marketing,"$46,025",,"79800 Perez Mall Suite 744, East Jeremy, PA 81468",Bushtown,FL,76335,1974-05-23,Active
1030,MICHELLE,Curry,invalid_email,2025-03-04,HR Executive,IT,"$106,400",1017.0,"34092 Foster Camp Apt. 752, Theodoreville, NJ 43299",North Philliphaven,WA,82103,1975-09-10,On Leave
1063,Tony,Landry,griffinwilliam@example.net,2022-08-24,Manager,Analytics,"$91,013",1047.0,"3396 Anthony Shoals Apt. 890, Vazquezville, AZ 93972",New James,WA,96771,1979-02-26,On Leave
1014,RICKY,Parks,xlee@example.net,2024-03-21,Software Engineer,Analytics,57555,1005.0,"22079 French Rapids Apt. 777, Kyliemouth, ME 56180",Jamesport,TX,88666,2000-10-25,Inactive
1015,Michael,Brown,veronicaburnett@example.org,2022-06-05,Software Engineer,Sales,65648,,"587 Johnson Village Apt. 302, Toniburgh, NH 28837",West Charles,FL,32275,1988-07-05,Inactive
1080,Eric,Rowland,nnolan@example.org,2025-03-09,Sales Executive,IT,101502,1049.0,"59432 Christopher Harbors, Jenniferton, SD 11640",Mejiachester,FL,05577,2004-09-15,On Leave
1003,Alfred,robinson,destinyhicks@example.org,2022-07-25,HR Executive,HR,"$73,297",1010.0,"207 Watts Glen Suite 358, East Matthewfurt, PW 09018",Stephaniestad,CA,40566,1985-06-23,Active
1027,John,benitez,sharoncox@example.com,2023-07-10,Manager,Analytics,64961,1050.0,"20246 Conner Points Apt. 066, West Melissamouth, IL 80868",Kathrynbury,TX,16624,1982-09-11,Active
1021,Carmen,simpson,batestiffany@example.net,2022-02-26,Data Analyst,Finance,"$67,880",,"3096 Brian Drive, Lukeville, GA 65701",West Raymondland,TX,13535,1979-10-09,Active
1007,George,Ramos,,2026-04-12,Software Engineer,Finance,,,"68719 Koch Pass Apt. 941, New Marc, AL 33182",Lake Heatherfort,IL,45181,1973-02-08,Inactive
1029,ANGELICA,ward,oparker@example.net,2021-10-08,Sales Executive,HR,92074,1011.0,"80054 Wayne Drive, Joshuastad, RI 94983",New Kariberg,IL,06221,1977-11-02,Active
1006,Melissa,thompson,othomas@example.com,2026-10-12,Sales Executive,Finance,"$64,842",,"USS Gonzalez, FPO AA 93684",New Stephenhaven,TX,54826,1986-10-22,On Leave
1077,Aaron,malone,copelandshelby@example.net,2021-06-22,Software Engineer,Analytics,42997,,"2636 Alicia Way Apt. 206, New John, LA 85654",Port Elizabeth,NY,24208,1995-09-18,inactive
1059,BRENDAN,wells,denisedowns@example.net,2025-12-30,Data Analyst,Analytics,"$89,703",1003.0,"45648 Andrea Points, Ramirezton, NJ 11733",Emilybury,IL,06848,2002-08-17,Inactive
1069,Nicole,jenkins,invalid_email,2026-09-24,Data Analyst,Sales,116066,,"621 James Orchard Suite 896, Kennedyborough, MA 75143",Port Dawnmouth,WA,45146,1996-10-02,Active
1033,Denise,Davis,elaine77@example.com,2024-05-18,HR Executive,HR,"$34,813",,"773 Church Meadows Suite 694, Martinbury, NM 98305",Port Douglas,CA,67694,1990-04-29,On Leave
1088,Russell,Daugherty,shannon75@example.com,2025-11-07,Data Analyst,Analytics,102144,1045.0,"29420 Brown Freeway, Lisaville, GA 28372",Tiffanyport,WA,98526,1975-03-11,Active
1039,Wesley,davis,maynardolivia@example.org,2025-03-31,Software Engineer,IT,"$119,907",,"USCGC Walker, FPO AP 83499",Castanedaside,WA,99819,1986-10-14,Active
1022,Cheyenne,Mitchell,rsanchez@example.org,2027-06-06,Sales Executive,HR,64512,1024.0,"Unit 3535 Box 6401, DPO AA 30853",New Sydney,CA,53797,1997-05-23,On Leave
1008,Jennifer,west,calvinbowman@example.org,2023-02-24,Sales Executive,Marketing,100282,1029.0,"Unit 6389 Box 4879, DPO AA 05108",Johnside,WA,07991,1998-06-14,Inactive
1013,James,Harper,alisonbennett@example.org,2027-09-29,Sales Executive,HR,"$87,104",1016.0,"452 Christopher Islands, Fieldsport, MP 05043",East Christian,WA,98898,2003-12-17,On Leave
1090,Michael,Webb,wvega@example.com,2027-10-24,Manager,Sales,89844,1022.0,"249 Roberts Spurs Suite 543, West Madisonburgh, OH 29081",Port Malikfort,WA,11535,1998-10-24,Active
1095,Sarah,Parrish,,2024-03-24,Data Analyst,Sales,50682,1024.0,"1730 Taylor Curve, Nguyenland, MN 66289",Simonfort,CA,12520,1984-07-21,On Leave
1027,SYLVIA,Hall,hoffmanjulie@example.org,2022-04-12,Data Analyst,Marketing,"$56,408",1038.0,"382 West Mount, Angelastad, AK 29338",Castillochester,NY,37087,1979-05-15,On Leave
1087,Brenda,Farrell,smithashley@example.org,2025-01-03,Sales Executive,Sales,60102,,"608 Neil Underpass Apt. 338, North Kevin, IN 37228",Montesbury,IL,05299,1980-02-22,Inactive
1096,TAMMY,Porter,invalid_email,2024-06-15,Software Engineer,Finance,112239,1031.0,"1986 Joshua Island, Lake Lisamouth, TX 50520",Port Maryfort,CA,57394,2002-10-25,On Leave
1018,MATTHEW,Walker,andre34@example.com,2027-04-11,Data Analyst,Analytics,40592,,"Unit 9891 Box 7089, DPO AE 68602",Jacobsville,TX,53997,1973-11-30,Inactive
1093,William,Holt,invalid_email,2021-05-14,HR Executive,IT,98363,,"Unit 5586 Box 6810, DPO AP 28372",East Richardview,WA,74794,1996-11-06,On Leave
1066,Michael,Rocha,,2023-03-25,Accountant,Marketing,"$51,481",1036.0,"USCGC Patterson, FPO AA 89778",Port Ashley,NY,60402,1990-01-01,Active
1063,James,rowe,melanie24@example.org,2026-08-23,Sales Executive,Finance,111033,,"488 Shawn Plain, Michaelbury, WY 54479",Jamesmouth,WA,87946,2002-03-14,Inactive
1026,Mark,Snyder,thomasguzman@example.net,2025-12-09,Software Engineer,Sales,"$71,703",1008.0,"366 Timothy Spurs Apt. 445, Davidton, AL 76869",Kellihaven,FL,37446,1994-04-16,Active
1023,Lisa,Nunez,dennissamantha@example.net,2027-02-11,Sales Executive,Finance,"$109,621",1037.0,"648 Shane View Suite 210, South Gailborough, NH 89424",New Robertland,IL,65309,2005-03-16,Active
1061,Peter,reynolds,,2025-07-23,Manager,Finance,"$74,759",,"7309 Lucero Street Suite 098, North Katherineport, WV 93997",New Philipside,IL,24777,1966-12-07,On Leave
1090,Rhonda,Howard,xwalker@example.com,2028-02-11,Sales Executive,IT,"$103,391",,"39416 Nichole Path, Clarketon, MS 68088",New Christopher,NY,81889,1986-11-08,inactive
1008,Christopher,Chandler,susan33@example.org,2026-02-23,HR Executive,IT,"$119,951",1026.0,"85873 Mcintyre Branch Suite 820, Lake Juan, FM 46750",North Chelsey,TX,01795,2000-08-04,active
1077,Michael,Lopez,invalid_email,2027-02-09,Accountant,IT,"$118,978",,"0295 Perez Crest Suite 306, New Christianborough, OR 63804",Lucasmouth,IL,03459,1983-10-06,active
1053,Alexander,Gregory,bryan01@example.net,2021-07-16,Accountant,Marketing,"$74,278",1029.0,"035 Hernandez Extension Apt. 414, West Jamestown, WI 62926",North Maryport,NY,91770,2005-04-29,On Leave
1002,Melanie,Santos,yolandashaffer@example.org,2027-01-02,HR Executive,Marketing,"$89,466",,"38026 Martin Island, North Brian, MT 56855",Howefurt,NY,29266,1973-12-20,Inactive
1055,Gregory,good,shannon19@example.net,2026-09-21,Accountant,Finance,97306,1015.0,"77608 Beltran Throughway, Jamesmouth, IN 91210",New Angelastad,WA,56811,1996-09-16,On Leave
1033,John,Alvarez,mcbridekimberly@example.org,2022-10-14,HR Executive,IT,61429,,"90985 Paul Locks, East Courtney, NH 18398",West Brittanybury,NY,03267,1990-07-05,on leave
1070,Joseph,johnson,invalid_email,2022-01-07,Sales Executive,Analytics,,,"683 Mark Via, Kristenside, AL 68277",North Michaelburgh,WA,57610,1972-12-09,On Leave
1050,Nancy,Benitez,,2021-04-19,Data Analyst,Finance,"$116,834",1004.0,"25788 Bates Lights Apt. 126, West Lance, WV 14820",North Douglas,FL,99792,1987-04-02,Active
1029,KYLE,stokes,wfoster@example.org,2025-02-10,Data Analyst,Sales,108251,1020.0,"56107 Jeremy Courts, New Keithstad, SC 01075",Princeport,IL,57912,1987-07-13,Inactive
1035,Angelica,Holmes,lbooth@example.org,2027-03-02,Manager,Sales,112786,,"56630 Booth Port, Wayneburgh, AR 69996",Johnshire,CA,10535,1974-06-04,Inactive
1038,Stefanie,Gutierrez,sarahbrown@example.com,2022-07-19,Manager,Sales,41904,,"89608 Cunningham Mill Suite 455, East Annabury, TN 54583",Marquezchester,CA,92358,1975-07-20,On Leave
1067,JEREMY,Woodward,,2027-10-21,Accountant,HR,"$116,932",,"768 Jonathon Mount Suite 480, East George, CA 60876",Lake Annview,CA,55903,1984-01-24,Active
1021,Devin,green,,2026-04-06,Data Analyst,Marketing,,,"79106 Dean Stravenue Apt. 081, Lake Samanthahaven, LA 70506",Nancyville,WA,56390,1990-06-09,on leave
1029,Christopher,thomas,joseph66@example.org,2021-11-08,Sales Executive,Finance,45009,1032.0,"255 Murphy Dam, South Jenna, DC 37487",North Morgan,WA,27043,1979-10-06,Inactive
1075,Yvonne,strong,robinwilliams@example.com,2027-10-13,Manager,IT,52550,,"784 White Motorway Suite 853, Ryanmouth, ME 38858",West Jenniferfurt,NY,24436,1991-01-13,Inactive
1027,Joseph,Howard,qgregory@example.org,2027-12-27,Data Analyst,Finance,108581,,"57359 Hayes Lane Apt. 391, Port Kenneth, VI 41639",Lake Josephhaven,NY,14153,1992-01-29,Inactive
1085,PAIGE,Watkins,gwilson@example.net,2025-01-02,Sales Executive,IT,112337,1037.0,"554 Woodard Village, Port Nathan, MS 21186",West Brandyside,IL,23882,1988-08-02,inactive
1040,Michelle,Smith,agregory@example.com,2023-03-31,Accountant,Marketing,60858,1011.0,"5457 Jessica Extension Apt. 608, Micheleside, GU 30360",Milesbury,FL,24567,1975-04-24,Active
1005,Robert,Eaton,hstone@example.net,2023-09-28,Accountant,IT,"$108,594",,"Unit 0370 Box 3687, DPO AE 88946",Jonathanland,NY,08482,1998-02-24,Active
1064,Amy,Diaz,nmorgan@example.org,2025-12-16,Accountant,Marketing,34225,1042.0,"6656 Porter Passage, Alexanderfort, VA 24065",New Michelle,TX,93659,1979-07-03,active
1074,Cory,Perry,invalid_email,2024-11-11,Data Analyst,HR,103258,1020.0,"USNV Roberts, FPO AA 15885",North Lisa,IL,29074,1986-12-08,inactive
1090,Paul,kelly,otaylor@example.org,2026-03-29,Software Engineer,Finance,"$105,857",,"96119 Joseph View Suite 237, West Robin, UT 36583",West Debbieburgh,NY,10034,1969-07-24,On Leave
1011,ANDREW,Gibbs,barkersteven@example.com,2026-07-23,Software Engineer,Sales,"$64,782",1016.0,"USCGC Mitchell, FPO AA 50067",Wongville,IL,21025,2002-02-28,On Leave
1059,Sheri,smith,emilymejia@example.org,2023-05-22,HR Executive,Marketing,,,"USCGC Lane, FPO AA 80056",North Christopher,CA,51332,1976-09-26,Active
1013,JOSEPH,Jackson,invalid_email,2026-09-06,Data Analyst,HR,"$41,111",1047.0,"789 King Mission Apt. 803, Savagebury, AR 11075",South Alexmouth,FL,56957,1996-09-23,Inactive
1044,Joseph,Love,invalid_email,2025-06-08,Accountant,HR,93398,,"215 Jeffrey Port, Christopherborough, WI 01424",Lake Carmen,WA,11086,2003-10-28,inactive
1025,Matthew,williams,,2023-09-12,HR Executive,HR,"$82,331",,"9597 Deborah Village Suite 547, Davidmouth, ND 47445",Michaelbury,NY,63175,2001-06-01,Active
1096,Robert,Hughes,brandonclark@example.net,2024-04-15,Data Analyst,Sales,"$78,895",,"6285 James Common Suite 335, Floreshaven, NH 29322",Ericport,FL,16374,2004-09-22,On Leave
1019,JENNIFER,King,russelljames@example.net,2022-10-22,HR Executive,Analytics,115264,1034.0,"011 Campbell Circle Suite 457, East Chelseaport, WV 22947",West Megantown,CA,46690,1973-06-05,active
1087,EUGENE,Howard,,2025-05-15,Accountant,Finance,101783,1043.0,"1294 Matthews Trace Suite 188, Williamland, OR 03968",Robertstad,CA,90295,2003-12-05,inactive
1005,John,Johnson,jenniferjames@example.com,2021-06-03,Data Analyst,Marketing,,1027.0,"128 Garcia Spurs, West Lisaville, MT 96625",South Brianton,WA,54514,1974-09-07,On Leave
1036,Jessica,thornton,debralove@example.com,2026-09-11,Software Engineer,Marketing,"$115,431",,"825 Mathew Points, Rodrigueztown, NY 90516",Jamesport,CA,26313,2001-05-26,On Leave
1074,Cameron,crawford,waynerice@example.org,2023-01-22,Software Engineer,HR,67481,1032.0,"98566 Johnson Neck Suite 960, Walkerport, NV 97391",West Amber,IL,50956,1995-06-27,On Leave
1062,CHELSEY,Dyer,arodriguez@example.com,2022-06-30,Accountant,Marketing,"$118,341",1046.0,"6716 Page Cape Suite 216, South David, IA 35616",South Sethside,IL,34255,1988-09-25,On Leave
1013,Pamela,burton,invalid_email,2027-12-30,Manager,Finance,,,"41520 Andrea Loop Suite 210, East Christopherville, TX 86681",Rodriguezhaven,WA,21094,1992-10-19,Active
1090,Patricia,Andrews,invalid_email,2026-01-15,HR Executive,Marketing,90296,,"457 Lacey Dam Suite 385, Gonzalezshire, GU 21287",Leeberg,IL,24220,2005-01-25,on leave
1050,Jennifer,Durham,vdavid@example.org,2027-08-04,Sales Executive,Analytics,"$66,930",1007.0,"18992 Cox Haven Apt. 174, South Joshua, NY 90504",Richardmouth,FL,83876,1973-10-27,active
1015,ANITA,Johnson,invalid_email,2023-11-20,Software Engineer,IT,"$106,988",,"9799 Cooley Lights, Richardsborough, ND 32005",Ramseybury,FL,28429,1975-08-01,On Leave
1024,CHRISTOPHER,Edwards,kcalhoun@example.com,2023-07-14,Accountant,Analytics,"$35,553",,"2520 Tony Walks Suite 300, North William, AZ 78309",Reillyfurt,TX,85889,1976-09-16,Inactive
1067,CYNTHIA,roman,ghammond@example.org,2024-10-23,Data Analyst,Marketing,77832,1022.0,"464 Murphy Knolls, North Erinchester, GU 27200",North Johnmouth,NY,77034,1983-11-15,Active
1005,Jo,Smith,lopezsteven@example.org,2023-04-04,Sales Executive,IT,"$104,012",1041.0,"0546 Hunter Square Apt. 898, Hendrixtown, MO 37072",New Sarah,NY,06260,1993-05-06,Active
1020,Luke,kerr,hamptonisaac@example.org,2022-10-18,Accountant,Sales,"$66,456",,"9193 Henry Circle Apt. 354, New Michael, CA 07843",Lake Stacy,NY,81075,2002-04-21,Inactive
1054,Erica,mitchell,cunninghamdebra@example.org,2027-02-07,Sales Executive,Sales,"$36,152",1045.0,"626 Schaefer Islands Suite 161, Port Kevinview, IL 90079",Kennethton,FL,11818,1973-05-09,Inactive
1055,VICTOR,Stewart,invalid_email,2023-10-10,Sales Executive,IT,"$72,248",,"05219 White Spurs, Fischerville, CT 96609",Petersonside,CA,12650,2000-06-11,Inactive
1099,Tanya,Davis,invalid_email,2023-04-04,Manager,IT,93452,1042.0,"PSC 9157, Box 3977, APO AP 33404",New Heidimouth,TX,80156,1992-02-08,Inactive
1030,KRISTOPHER,winters,smithvincent@example.org,2023-03-27,Accountant,Finance,,1039.0,"4770 Davis Fork, Danielsville, NV 03041",Lechester,CA,59641,2000-09-09,active
1059,David,Hanson,invalid_email,2026-05-19,Sales Executive,Sales,"$63,525",1038.0,"137 Kevin Grove, East Dennisfort, NC 48392",Lake Richard,WA,86938,1993-12-12,On Leave
1088,Jennifer,Boyle,shepardheather@example.org,2027-09-07,Manager,IT,"$102,332",,"900 Travis Wall, Bowmanhaven, CT 68915",West Haroldborough,FL,47428,1988-03-03,On Leave
1087,Bryan,Jefferson,bradfordcarl@example.net,2023-03-13,Data Analyst,IT,60240,,"Unit 2499 Box 1262, DPO AA 20048",North Brian,IL,57049,1991-10-12,on leave
1050,Tabitha,savage,,2027-09-20,Software Engineer,IT,"$105,644",,"00545 Henry Fords Suite 221, South Karen, VA 75543",Esparzastad,CA,22789,2003-09-07,Active
1001,Troy,Taylor,strongmatthew@example.org,2022-08-06,Accountant,Finance,"$43,033",,"06481 Mason Valley, Mooreview, MI 70155",West James,NY,15931,1980-11-26,inactive
1052,Kim,curry,invalid_email,2022-09-28,Data Analyst,HR,81363,,"8539 Perez Summit Suite 628, Wilsonfurt, ID 20366",Port Adamberg,CA,23971,2003-12-13,On Leave
1013,ALYSSA,brown,osbornamanda@example.com,2025-01-17,Sales Executive,Marketing,"$39,602",1047.0,"4933 Roberts Squares, Morenoberg, VT 81068",Brittanyborough,NY,08586,1973-01-07,Active
1015,JESSICA,Brown,,2022-05-12,Software Engineer,IT,"$74,331",1037.0,"PSC 4139, Box 0653, APO AP 72931",Tammyburgh,WA,30421,1973-09-08,Active
1025,MIRANDA,french,joseph77@example.com,2025-04-29,Software Engineer,Marketing,"$95,845",,"23930 Davis Route, New Peterland, AS 43570",Madisonton,IL,52326,1991-04-27,Inactive
1034,TYLER,lawrence,fryebrandon@example.com,2023-12-13,Sales Executive,Analytics,,1010.0,"4045 Anderson Skyway, Lake Marco, SD 63968",South Robinville,FL,15824,1995-03-29,On Leave
1057,CHRISTINE,Whitehead,rpierce@example.net,2023-03-13,HR Executive,Sales,115870,,"495 Hess Camp, New Michaelborough, NC 33906",Derrickhaven,IL,05230,1989-10-14,Active
1081,Tara,bell,,2022-11-29,Software Engineer,IT,"$63,526",,"278 Samuel Islands, New Joel, VI 69972",Arielport,TX,74948,1981-04-22,active
1028,FAITH,Richard,djohnson@example.com,2024-11-09,HR Executive,Analytics,43929,,"42112 Janice Port Suite 332, Port Holly, MS 65175",Derekfort,CA,34827,1969-02-14,Active
1096,Jennifer,brooks,johnsonkimberly@example.com,2025-10-08,Manager,IT,39610,,"5388 Elizabeth Loaf, Larsontown, PR 05330",East Erin,FL,65149,1998-04-13,Inactive
1029,CHRISTOPHER,massey,kaitlyn36@example.com,2023-06-03,Data Analyst,Analytics,"$35,954",,"427 Brewer Springs, Barronburgh, OK 13451",Lake Hannah,WA,25307,1981-06-07,active
1079,Nathan,Berry,,2025-10-25,Sales Executive,Sales,"$91,753",1036.0,"484 Jeffery Summit Apt. 212, Shannonport, CT 10437",New Patrick,TX,17246,1998-11-06,Active
1058,Melissa,Lewis,sfranklin@example.net,2024-01-09,Sales Executive,Marketing,46611,,"0702 Keith Pines, West Diana, NM 92265",Armstrongborough,CA,49869,1995-12-15,On Leave
1073,MEGAN,Smith,invalid_email,2025-09-03,Manager,Sales,"$91,732",,"57726 Davis Pass Apt. 596, Karenburgh, AR 70568",Mcdonaldtown,TX,04497,1989-05-21,On Leave
1047,CARL,garrison,hgomez@example.org,2026-12-06,Manager,Finance,34568,,"8247 Victor Rapid Suite 281, Lake Kaylee, HI 14533",Hernandezport,WA,11298,2001-07-09,inactive
1041,James,Johnson,garciabobby@example.org,2024-08-22,Sales Executive,HR,"$54,490",1025.0,"68164 Brittany Shoals, Simonstad, IA 70282",Elliston,TX,86876,1976-07-11,Inactive
1075,Ethan,Lozano,arellanojessica@example.net,2022-09-05,HR Executive,Analytics,39705,1030.0,"15158 Johnson Neck, New Angelaport, TX 94764",Port Lindastad,CA,32766,2005-02-07,Active
1037,Mackenzie,Ruiz,lhurst@example.org,2026-05-23,Sales Executive,Finance,"$91,067",1041.0,"90456 Rojas Landing, West Stevenborough, TX 49467",Port Morgan,CA,36929,1999-07-09,On Leave
1059,Katie,Douglas,charlesanne@example.org,2027-09-22,Software Engineer,IT,65797,,"PSC 1919, Box 5390, APO AP 99510",North Kristinside,IL,81727,1973-02-10,On Leave
1027,Victor,Morgan,uthompson@example.org,2023-05-14,Software Engineer,Sales,82290,1012.0,"26799 Thompson Rapids Apt. 788, Avilamouth, IN 15757",Michaelfurt,CA,06956,1969-02-24,inactive
